AGS,Gültige,Union,SPD,Linke,AfD,FDP,Grüne,Sonstige
73390009,159101,23.9,29,3.5,7,12,16.8,7.8
73390030,159101,23.9,29,3.5,7,12,16.8,7.8
73395001,9867,24.1,32.2,3.2,7.4,11.5,12.5,9.1
73395002,13046,25.6,27.8,2.8,5.6,12.5,18,7.7
73395003,10730,25.7,28.8,2.9,6.6,11.8,16.2,8
73395006,21261,24.6,28.5,2.9,6.4,13,17.3,7.3
73395007,25972,22.3,29.2,3.3,8.3,12.7,15.4,8.8
73395008,8560,22.3,31.4,3.3,9.4,13.3,11.8,8.5
73405001,9480,31.4,25.8,2.8,9.8,10.9,8.8,10.5
73405002,5635,28.1,28.2,3.7,9.7,9.9,9.2,11.2
73405003,8086,24.5,30.4,2.8,12.8,12.5,6.2,10.8
73405004,9341,32.9,24.4,2.8,12.4,11.2,6.3,10
73405006,7996,26.5,29.1,3.6,12.6,11.3,7.7,9.2
73405008,10651,23,32.6,3.2,12.5,12.6,7.2,8.9
73405009,11397,27.2,29.7,2.4,12.8,10.7,6.1,11.1
8111000,289514,20.7,21.1,5.1,5.6,16,25.1,6.4
8115001,5457,28.8,17.9,2.4,9.1,19.4,15.4,7
8115002,2933,27.4,17.5,2.4,8.7,17.9,18.4,7.7
8115003,23793,24,21.8,2.9,10.3,18.2,15.9,6.9
8115004,3533,27.7,18.6,2.4,9,18.7,15.3,8.3
8115010,2076,28.9,17.7,2.3,11.2,18.6,12.7,8.6
8115013,5219,25.5,20.3,2.4,7,20,17.8,7
8115015,7105,28.7,17.9,2.6,7.5,19.8,15.8,7.7
8115016,5320,26.1,19.3,2.4,10.3,19.3,14.8,7.8
8115021,18420,26.4,19.8,2.8,7.8,16.3,20.1,6.8
8115022,2140,32.3,17.8,2.4,8.7,17.4,14,7.4
8115024,7677,26.1,20.5,2,7.7,18.9,17.8,7
8115028,25148,24.2,21.9,2.7,7.4,18.7,18.5,6.6
8115029,4624,26.3,20.3,2.2,9.9,18.4,15.5,7.4
8115034,1975,30.2,17.9,2.2,12.1,19.9,9.8,7.9
8115037,3623,28.9,19.7,2.8,7.6,17.6,16.6,6.8
8115041,10504,22.6,22.2,2.7,7.4,17.6,19.8,7.7
8115042,6500,26.8,21.3,2.2,7,17.9,17.4,7.4
8115044,5626,28.5,20.3,2.1,8.8,17.6,15.7,7
8115045,27702,26.1,22.2,3.3,9.4,16.9,15.3,6.8
8115046,3051,26.7,19.5,2,10.8,19.3,13.9,7.8
8115048,5019,26.6,21.1,2.4,8.4,18.5,16.1,6.9
8115050,10754,25.7,20.6,2.6,8.4,17.7,17.7,7.3
8115051,5673,29.4,18.1,2.1,9,18.5,15.8,7.1
8115052,4608,28.3,18.2,2.2,7.9,18.3,18.1,7
8115053,4336,28.5,18.2,2,11.5,18.3,13.3,8.2
8115054,3976,28.6,18.4,2.7,8.1,19.9,13.9,8.4
8116004,3109,25.7,23.8,3.1,9,16.1,14.4,7.9
8116005,1119,27.2,17.4,1.6,9.3,22.2,13.7,8.6
8116006,1226,26,18.9,2.1,12.6,17.6,14.8,8
8116007,3449,24.9,22.8,2.3,10.1,17.5,14.5,7.9
8116008,2096,25.7,21.7,1.9,9.3,18,16.1,7.3
8116011,2187,28.2,19.9,2.1,10.6,16.8,14.2,8.2
8116012,2160,26.2,19.6,2.6,7.9,17.5,17.8,8.4
8116014,3921,27.2,23.9,2.3,8.5,17.8,13.4,6.9
8116015,5919,27.2,23,1.9,8.3,17.2,15.1,7.3
8116016,3500,26.4,21.4,2.2,8.4,16.8,16.6,8.2
8116018,1338,29.3,17.9,1.9,14.9,20,8.7,7.3
8116019,44803,23.4,23.3,3.8,6.1,14.6,21.7,7.1
8116020,4937,29,21.2,2.1,11.1,15.9,12.5,8.2
8116022,2633,24.2,20.3,3.1,10.6,18.9,15.2,7.7
8116027,2962,26.5,22.4,2.2,7.7,16.3,17.9,7
8116029,1434,26.5,17.4,2,8.9,19.8,14.9,10.5
8116033,21514,23.6,21.7,3.1,8.3,16.6,19.1,7.6
8116035,5665,27,21.2,2.4,7.7,17.3,16.1,8.3
8116036,1452,29.8,20.2,2.1,11.1,17.6,10.7,8.5
8116037,1641,26.9,20.3,2,8.2,19.2,16.3,7.1
8116041,2325,27.4,19.9,2.2,10.6,17.1,13.8,9
8116042,3183,24.4,21.8,2.6,10.3,18.9,15.3,6.7
8116043,1114,32,17.6,3.1,8.9,15.3,15.7,7.4
8116046,3800,26.3,19.5,2.3,10.4,17.8,16.3,7.4
8116047,7030,28.3,21.6,2.3,6.5,17.3,16.8,7.2
8116048,2384,30.9,18.8,1.6,7.5,18.2,15.1,7.9
8116049,21014,24.8,20.6,3.3,10.2,16.4,17.1,7.6
8116050,3155,27.3,19.9,2.3,9.4,18.9,14.5,7.7
8116053,1085,25.9,20.8,2.3,11.2,17.7,15.8,6.3
8116054,2070,30.7,18.6,2.2,6.7,18.6,16.3,6.9
8116056,6903,24.2,24.3,3.7,8.2,15.6,16.1,7.9
8116058,4453,25.1,23.8,3.7,9,14.6,15.5,8.3
8116063,1242,27.8,19.6,2.3,8.4,18.1,17.1,6.7
8116068,2913,25,20.2,2.4,11.3,19.6,13.4,8.1
8116070,5651,28.2,20.1,1.8,8.5,17.5,14.8,9.1
8116071,8526,25.2,22.2,2.8,10.5,16.3,15.6,7.4
8116072,6626,28.1,21.9,2.6,8.9,16.1,14.4,8
8116073,3887,27.5,21.3,2.1,8.1,17,15.5,8.5
8116076,4890,28.5,22,2,7.4,17.6,15.5,7
8116077,24351,26.7,21,3.1,7.3,17.2,17.2,7.5
8116078,22045,24.9,21,2.7,6.1,18.4,20.2,6.7
8116079,4455,26.2,21.9,2.4,10.4,16.4,14.3,8.4
8116080,21224,25.4,22.2,3.1,7.1,16.5,19.2,6.5
8116081,6151,26.8,19.7,1.9,9.1,18.2,17.1,7.2
8117001,1274,22.8,25.1,2.8,12.1,17.1,12.6,7.5
8117002,806,25.8,19.7,1.2,9.8,21.2,13.4,8.9
8117003,2573,27.8,21.3,1.5,11.4,19,11,8
8117006,2229,32.4,17.9,2.4,12.1,15.5,11.5,8.2
8117007,2431,32,21.9,1.9,10.9,15.9,11.2,6.2
8117009,1200,23.9,25.7,2.5,11.5,18.2,11.8,6.4
8117010,3222,33.8,19.5,1.4,12.7,15.5,10,7.1
8117011,1120,25.9,22.8,1.7,11.5,16.4,12.2,9.5
8117012,3171,21.9,19.7,3.4,8.4,15.4,20.4,10.8
8117014,3238,31.1,20.5,2.4,9.5,15,13.2,8.3
8117015,6446,28.7,22.5,1.7,9.6,17.5,13.1,6.9
8117016,266,33.8,23.3,2.3,10.9,11.3,10.2,8.2
8117017,1392,22,22.7,2.6,10.8,17.2,15.4,9.3
8117018,8126,24.7,25,2.2,9.4,16.4,13.8,8.5
8117019,9579,25.1,23.8,2.5,14.1,15.1,11,8.4
8117020,1411,26.2,23.3,2.6,11.1,17.7,11.3,7.8
8117023,883,25.4,23.2,2.7,9.7,15.5,14.8,8.7
8117024,11200,24.4,27,3.8,11.9,12.8,11.6,8.5
8117025,2625,28.8,24.6,2,10.6,15.8,12,6.2
8117026,26371,23.9,23.9,2.9,12.6,15.5,13.6,7.6
8117028,1261,23.6,23.5,2.5,10.4,19.2,12.3,8.5
8117029,1900,26.4,21.4,1.7,12.9,20.6,10.3,6.7
8117030,3017,24.8,23.3,1.9,10.5,17.2,14,8.3
8117031,482,34.6,17.6,2.1,8.9,15.1,11.8,9.9
8117033,3100,26.6,27.7,2.5,10.9,13.6,12.1,6.6
8117035,619,26.3,22,2.4,9.9,17.3,12.3,9.8
8117037,1591,32.9,17.3,1.4,11.8,18.9,11.4,6.3
8117038,3271,26.1,22.7,2.5,10.7,17.5,13,7.5
8117042,4084,27.6,23.3,2.5,10.9,16.9,11.2,7.6
8117043,1122,26.7,22.3,2,10.8,18.9,11.5,7.8
8117044,2309,27.6,19.7,1.4,9.9,20.1,13.3,8
8117049,5241,25.5,24.4,2.6,11.6,17,12.1,6.8
8117051,7603,24.2,24.1,2.7,12.4,17.2,11.6,7.8
8117053,2576,28.2,22.1,1.9,9.8,17,13.4,7.6
8117055,2003,24.9,25.4,1.1,9.6,17.6,13.5,7.9
8117058,1098,32.6,22.2,2.4,10.7,12.5,12,7.6
8117060,2044,28.2,19.5,1.9,11.7,17.9,12.7,8.1
8117061,1535,31.9,22.8,2.3,12.6,16.7,7.2,6.5
8118001,2686,27,22.8,1.9,9.1,18.1,14.4,6.7
8118003,7163,25.2,22.7,3.5,7.9,15.8,18,6.9
8118006,3740,25.2,23,2.7,7.5,15.3,19.2,7.1
8118007,7120,23.7,21.7,3,8.5,16,18.5,8.6
8118010,4346,24.3,23.6,3,9.2,16.6,15.1,8.2
8118011,13143,26,21.1,2.4,7.8,16.9,18.2,7.6
8118012,3911,26.7,19.8,2.2,11.1,16.4,15.4,8.4
8118014,3127,24.2,23.8,3.2,8.3,15.3,18.3,6.9
8118015,1737,26.1,22.9,3.2,11,15.4,12.9,8.5
8118016,1536,22.7,24.2,2.7,9.3,15,16,10.1
8118018,2293,29,20.1,2,12.5,17,12.9,6.5
8118019,11422,27.3,20.7,2.5,5.8,18.1,19.2,6.4
8118021,4804,27.4,20.6,2.5,10.1,16.2,13.8,9.4
8118027,4357,26.3,23.2,2.8,11.2,15.5,13.1,7.9
8118028,1396,30.5,17.6,2.1,11,13.7,13.1,12
8118040,2690,23.9,24.7,3.1,10,16.1,14.8,7.4
8118046,15854,23.1,23.8,3.4,8.8,15.5,17.2,8.2
8118047,3270,24.9,24.3,2.2,9.5,14.9,16.1,8.1
8118048,44657,22.4,22.2,4.1,7.8,14.6,21.9,7
8118049,8683,21.9,23.8,3.6,8,14.3,20.7,7.7
8118050,7498,24.5,21.7,2.4,10.1,16.3,16.9,8.1
8118051,5748,25.5,24.1,3.4,9.7,15.2,15.2,6.9
8118053,2051,28.6,19.4,1.9,9.5,17.6,14.8,8.2
8118054,3741,25.5,24.4,2.9,9.5,16.3,12.8,8.6
8118059,2063,24.5,22.1,2.1,9.5,15.9,17.1,8.8
8118060,4488,30.7,20.5,2.3,9.6,16.1,13.1,7.7
8118063,3290,26,22.1,2.1,8.4,16.6,17.3,7.5
8118067,6211,26.9,22.3,2.2,8,17.2,15.8,7.6
8118068,3139,24.3,21,2.3,10.1,17.1,16.6,8.6
8118070,6990,26.2,24.1,2.6,9.3,16.3,14.3,7.2
8118071,7458,26.3,22.2,2.1,9.9,15.8,16.6,7.1
8118073,16319,25.7,20.7,2.8,9.7,16,17.1,8
8118074,1893,24.3,21.7,2.8,9.6,14,19,8.6
8118076,10231,26.2,21.9,2.6,10.7,16.2,14.4,8
8118077,3580,25.9,22.4,2.3,9.8,16.7,16.3,6.6
8118078,9450,25.9,23.8,2.5,8.2,15.8,16.8,7
8118079,22019,24.3,22.2,3.2,9.6,15.6,18.2,6.9
8118080,10486,27.3,20.5,2.7,6.6,17.4,19,6.5
8118081,14266,24.8,22.2,2.5,9.2,18,16,7.3
8119001,4264,25.8,20.7,2.3,13,17.3,10.9,10
8119003,2973,24.8,22.5,2.5,11.8,17.1,13.8,7.5
8119004,2630,24.3,19,2.7,16.5,16.2,11.5,9.8
8119006,4161,27.2,20.8,1.8,12.8,17.9,11.7,7.8
8119008,17890,23.2,22.9,2.9,12,15.9,15,8.1
8119018,2224,24.2,21,2.6,10.4,18.1,14.5,9.2
8119020,22676,26,22,3,7,17.2,17.7,7.1
8119024,1390,20.6,18.6,2.7,20.4,14.7,9.9,13.1
8119037,1534,28.7,16.9,1.6,14.8,17.5,9.5,11
8119038,2265,25.3,18.4,2,13.7,15,13.8,11.8
8119041,6042,28.6,21.3,2,7,19,14.9,7.2
8119042,6531,24.9,23.7,2.7,9.3,16.9,14.4,8.1
8119044,6903,23.8,21.7,3.7,13.5,14.8,12.4,10.1
8119053,2549,23.8,22.5,2.7,9.9,16.8,15.7,8.6
8119055,5288,26,22.9,2.4,10.9,19.2,10.8,7.8
8119061,6601,25.7,19.1,2.4,13.4,19,11.4,9
8119067,21587,24.8,22.1,3.2,10,17.1,15.3,7.5
8119068,5125,24.1,24.6,2.5,7.1,16.6,18.3,6.8
8119069,1303,21.6,19,2.5,19.2,16.3,10.3,11.1
8119075,2786,25,22.4,2.2,13.4,16.2,11.4,9.4
8119076,5130,25.3,23,2.5,9.1,17.3,15.2,7.6
8119079,27299,24.6,22.6,3.3,8.3,17.5,16.2,7.5
8119083,4409,26.3,20.8,2.7,10.5,18.4,13.5,7.8
8119084,5943,25,20.4,3,13.5,15,11.4,11.7
8119085,14799,25.9,21,3.1,9,18.1,15.7,7.2
8119086,4747,24.7,21.5,3.2,8.4,16.2,17,9
8119087,4751,26.4,19.5,2.3,13.2,16.8,13.1,8.7
8119089,4087,25.4,19,2.3,12.9,19.3,12.5,8.6
8119090,8470,27.9,20.8,2.5,7.7,18,16.1,7
8119091,15685,28.4,20.5,2.5,6.8,18.6,16.8,6.4
8119093,8940,24.3,21,3.1,6.6,19.9,17.3,7.8
8121000,53235,21.9,23.3,3.6,12.3,16.2,15.2,7.5
8125001,2910,25.6,22.6,2.3,12.2,16.5,13.6,7.2
8125005,9371,22.3,23.2,2.7,15.2,15.4,12,9.2
8125006,12171,24.7,22.3,2.4,15.1,16.7,10.1,8.7
8125007,4014,24.6,24.5,2.9,9.9,15.4,16.5,6.2
8125008,3727,24.9,20.3,2,10,19.8,15.9,7.1
8125013,9122,22.8,20.1,2.7,12.5,19.3,14,8.6
8125017,1634,27.7,18.5,1.9,11.9,18.7,14.2,7.1
8125021,1885,21.9,23.1,2.8,11.8,18.1,13.7,8.6
8125024,2217,23.9,22.2,2.3,12.4,17.4,13.5,8.3
8125026,11672,24.4,21.9,2.4,15.2,16.7,10.6,8.8
8125027,3096,30.9,19.2,1.6,10.5,17.3,12.1,8.4
8125030,4607,25.9,21.7,2.6,8,18.9,16.4,6.5
8125034,2860,22.3,23.5,3.4,13.2,17.2,11.4,9
8125038,2917,25.6,20.6,2.6,14.3,16.6,11.8,8.5
8125039,4309,29.6,21.9,1.7,12.3,15.9,10.9,7.7
8125046,5449,26.5,19.9,1.9,11,20.1,13.2,7.4
8125047,1357,30.4,20.3,2.1,11.3,15,11.3,9.6
8125048,830,21.3,24.9,3.9,10.8,16.1,11.7,11.3
8125049,2832,25.5,19.4,1.7,18,18.6,9.1,7.7
8125056,6271,22.3,23.4,3.1,9.1,15.9,17.4,8.8
8125057,1640,21.5,21.8,2.3,11.4,19.2,15.5,8.3
8125058,6870,21.3,25.3,2.3,11.1,17.5,14.1,8.4
8125059,1935,23.6,22.3,3.9,12.3,16.9,13.3,7.7
8125061,1993,28.2,22.9,2.9,13.3,15.7,8,9
8125063,4048,22.3,21,3,18,14.5,12.1,9.1
8125065,12263,24.4,24.5,2.4,12.6,15.1,12.4,8.6
8125066,2269,25.3,21.1,2,13.9,20.8,8.6,8.3
8125068,2987,28.1,21.1,3.2,13.3,13.7,10.8,9.8
8125069,5790,26.7,21.1,2.1,16.3,15.4,10.2,8.2
8125074,4929,24.4,22.7,2,11.8,16.2,14.1,8.8
8125078,3829,27.9,21.7,2.2,12.8,15.9,11.2,8.3
8125079,1533,26.6,22.5,3.2,13.6,12.8,11.4,9.9
8125081,1257,21.6,22.4,2.4,17.7,15.9,8.9,11.1
8125084,755,28.1,21.1,2.6,16.2,15,9.8,7.2
8125086,6515,24.3,22.5,2.8,10.5,18.4,13.4,8.1
8125087,949,25.5,22.3,2.7,14.9,16.4,9.2,9
8125094,3162,26.9,20.5,1.8,10.6,19,15,6.2
8125096,2378,20.3,27,2.5,12.5,17.2,11.9,8.6
8125098,5201,24.3,23.5,2.5,9.8,17.9,15.1,6.9
8125102,6657,23.4,21,3.3,10.8,16,17.1,8.4
8125103,966,27.5,20.6,1.8,13.9,13.9,11.4,10.9
8125107,3879,24.9,21.3,2.7,13.9,16.2,11.2,9.8
8125108,2493,21.7,20.5,2.4,18.8,17.1,10.1,9.4
8125110,8221,22.8,24.1,2.6,11.6,16.5,14,8.4
8125111,2488,26.3,20.7,1.9,15.7,17.7,9,8.7
8125113,2371,25.6,17.5,1.6,17.5,16.7,12.5,8.6
8126011,7518,23.2,21.5,2.8,15.3,15.8,11.6,9.8
8126020,1465,27.2,23.5,2.1,13.8,15.5,9.3,8.6
8126028,2939,24,21.4,2,13.7,18.3,11.7,8.9
8126039,3288,27.6,21.4,2.1,12.8,16.2,11.3,8.6
8126045,2626,33.2,17.6,2.8,14.5,13.3,9.5,9.1
8126046,7853,25.8,21.4,2.8,14,15.6,13,7.4
8126047,3557,24,21.6,2.9,12.2,18.5,12.7,8.1
8126056,2342,33.5,21.1,2.4,9.4,13.9,12.3,7.4
8126058,3772,22.8,22,2.6,12.8,16.8,12.7,10.3
8126060,2326,19.3,25.8,2.7,14.4,16.9,12.1,8.8
8126066,12986,22.4,22.6,2.9,14.4,16.3,13.9,7.5
8126069,5428,24.4,20.9,2.5,13.8,17.4,13.3,7.7
8126072,3580,35.4,19.2,1.8,9.4,16.9,10.1,7.2
8126085,1728,20.5,24.1,3.1,10.2,16.5,16.5,9.1
8126086,990,24,23.3,2.4,15.4,16.1,10.8,8
8126094,1033,25.5,18.2,1.5,12.6,22.4,12,7.8
8127008,2905,30.2,20.9,2.7,11,16.4,9.7,9.1
8127009,1551,22,21.1,2.5,11,19,14.9,9.5
8127012,1922,27.7,17.7,2.3,17.3,18.6,9.1,7.3
8127013,1312,30.9,17.8,1.5,14.2,14.6,12.9,8.1
8127014,16439,25.8,22.7,2.4,14.8,15.6,10.7,8
8127023,1748,20.8,22.4,3.4,14.5,18.7,11.8,8.4
8127025,5955,22.1,25.3,2.8,13.2,16.8,11.5,8.3
8127032,2308,19.8,23.8,3.6,10.6,15.7,15.5,11
8127043,3786,24.8,19.6,2.7,12.3,18.3,13,9.3
8127046,2429,20.9,18.7,4.4,13.7,14.7,16,11.6
8127047,1130,22.3,21.3,3.3,11.4,14.7,17.3,9.7
8127052,3496,23.2,19.4,3.5,14.7,16.1,12.6,10.5
8127056,2220,20.7,26,2.9,9.5,16.8,15.6,8.5
8127059,2292,26.4,22.2,2.7,9.3,15.9,16.5,7
8127062,1924,23.7,20.8,2.6,13.8,15.8,12.8,10.5
8127063,3010,25.4,20.9,2.9,13.4,17.5,11.6,8.3
8127071,3123,25.6,20.9,3.4,11,16.1,12.5,10.5
8127073,3294,23.4,20.6,3.1,13.1,17.8,11.7,10.3
8127075,3148,26.7,19.8,2.8,14.9,15.5,9.8,10.5
8127076,21459,21,22.8,4.2,9.2,14.9,20.4,7.5
8127079,1497,21.9,24.7,2.7,13.4,20.6,8.6,8.1
8127086,1864,28.2,21.2,3,8.5,16.9,15,7.2
8127089,2724,26.1,20.9,3.2,10.4,16.6,14.5,8.3
8127091,2034,24.6,20.7,2.7,14.3,17.6,10.6,9.5
8127099,1338,21.2,17,3.4,11.3,18.8,14.7,13.6
8127100,3116,23.5,24.8,2.8,9.4,16.4,15,8.1
8127101,2390,25.7,21.1,2.9,12.3,15,11.8,11.2
8127102,2557,29.6,20.9,1.8,15.2,17.2,6.3,9
8127103,3046,25.3,22,2.4,14.3,15.4,11.6,9
8127104,1783,29.5,18.3,2.8,15.4,16.1,10.9,7
8128006,1423,33.9,14.8,1.5,14,16.1,9.3,10.4
8128007,12909,29.7,20.9,3,11.9,13.4,13,8.1
8128014,4161,26.7,23.8,2.4,13.3,13.4,10.2,10.2
8128020,2899,29.8,20.5,2.1,11.9,14.6,10.1,11
8128039,2264,35.5,22.3,2.3,8.5,10.9,11.1,9.4
8128045,2716,36.8,20.4,2.7,10.6,11.4,9.7,8.4
8128047,2361,33.4,20.2,2.3,12.2,11.5,12,8.4
8128058,3407,31.5,19.4,2.5,9.6,12.9,13.7,10.4
8128061,2006,40.6,20.1,2.2,7,9.5,13,7.6
8128064,3341,34.5,17.9,2.2,9.7,11.2,10.4,14.1
8128082,3044,28,19.9,1.9,13.6,15.2,11,10.4
8128115,7745,33.3,20.9,2.5,9.6,12.4,12.3,9
8128126,4723,28.5,21.1,3.3,10.7,13.7,13.5,9.2
8128128,2148,32.4,21.8,2.5,11.2,10.7,11.8,9.6
8128131,12603,25.8,25.5,3,12.6,11.3,12.2,9.6
8128137,1079,31.3,19,1.9,11,13.5,12.4,10.9
8128138,1493,30.9,21.9,2.9,13.5,12.5,9.2,9.1
8128139,8377,30.1,22.6,3,11.5,12.4,11.5,8.9
8135010,2701,32.3,17.3,1.9,15.9,15.4,6.7,10.5
8135015,6926,22.9,23.8,2.8,12.1,15.4,12.7,10.3
8135016,8973,23.1,26.3,3.1,14.2,12.4,11.3,9.6
8135019,22249,22,27.6,3.6,10.8,13.6,13.9,8.5
8135020,7299,22.3,25.9,2.8,12.1,15.6,12,9.3
8135021,1449,24,23.5,2.4,12.2,12.7,15.3,9.9
8135025,4099,21.4,29,2.7,11.1,14.6,12.8,8.4
8135026,3881,25.6,24.1,2.2,12.9,15.8,10.9,8.5
8135027,2794,28.3,19.4,2.3,13.9,14.9,9.9,11.3
8135031,3307,27.2,21.9,2.7,12.4,13.8,11.8,10.2
8135032,5181,27.2,23.9,2.3,10.4,13.9,13,9.3
8136002,4596,27.8,23.8,4,10.9,14.4,10.2,8.9
8136003,1186,26.1,20.5,2.8,12.2,15.1,12.6,10.7
8136007,1333,31.2,21.8,2.3,11.6,12.3,13.4,7.4
8136009,2866,26.3,21.6,2.8,11.1,15.8,14.9,7.5
8136010,6105,29.9,21,1.7,17.7,14.7,7,8
8136015,1742,27.4,18.1,3,14.4,17.8,8.6,10.7
8136018,1106,37.9,16.2,2.3,10,16.6,7.7,9.3
8136019,13733,33.6,19.6,2.7,8.8,15.1,12.7,7.5
8136020,1175,25.8,18.2,2.1,13,19.3,11.7,9.9
8136021,4174,29.1,23.1,2,7,17.8,14.1,6.9
8136024,1564,28.5,20.5,1.3,15.8,17.6,7.2,9.1
8136027,2953,23.2,22.9,2.9,14.2,16.2,11.6,9
8136028,5153,25.9,23.2,2.8,12.5,14.5,12.9,8.2
8136029,1196,36.5,19.8,1.8,10.5,13.5,11.5,6.4
8136033,3744,30.5,25,2.5,7.3,16.2,13.7,4.8
8136034,1627,31.5,20.2,1.8,11.6,15.7,13.1,6.1
8136035,1522,34.8,20,1.8,10.2,13.9,12.2,7.1
8136037,1071,38.6,16.1,1.7,13,14.1,8.6,7.9
8136038,2822,30.7,19.8,2.2,11.7,15.2,12,8.4
8136040,1160,24.6,25.7,2.4,14.3,13.9,11,8.1
8136042,6336,26.1,22.3,3,9.8,18.1,12.2,8.5
8136043,2599,28.2,21.4,3.1,10.6,15.4,13.5,7.8
8136044,4010,26.7,22.6,2.2,10,17.1,13.7,7.7
8136045,4830,32.5,20.1,2.1,11.6,16,10.2,7.5
8136046,2133,43.2,16.4,1.5,6.3,11.7,12.8,8.1
8136049,287,22.3,20.6,6.3,14.6,17.8,8,10.4
8136050,4236,24.7,26.6,3.4,10.8,13.5,13.9,7.1
8136060,1672,32.3,17.5,2.1,10.2,16.2,12.6,9.1
8136061,1116,24.7,20.4,3,16.3,15,10.2,10.4
8136062,1460,31,20.7,2.1,14.1,14.2,10.1,7.8
8136065,30576,26.1,22,3.7,10.2,14.3,16.2,7.5
8136066,2042,28.7,21.5,2.5,13.7,16.7,10.6,6.3
8136068,1153,40.9,19.9,1.9,8,12.3,9.1,7.9
8136070,619,20.8,21.5,2.9,17,15,12.3,10.5
8136071,1092,41.4,17.5,1.6,9.3,15.8,6.8,7.6
8136075,3051,43.1,14.2,1,10.6,15.4,7.7,8
8136079,4680,31,19.5,2.2,8.9,16.8,15.4,6.2
8136082,3889,31,21.6,2.2,10.5,15.1,11.4,8.2
8136084,890,34.9,20.2,1.3,10,13.4,8.3,11.9
8136087,1334,33.3,18,1.7,12.6,14.4,10.1,9.9
8136088,36368,25,25.7,3.1,8.7,15,15.6,6.9
8136089,2103,35.4,18.8,2.5,11.1,14.8,9.8,7.6
8211000,28044,28,21.8,3,8.1,15.3,17.2,6.6
8212000,158461,17.7,21.3,5.6,6.8,13,27.8,7.8
8215007,15007,25.9,21.6,2.8,10.8,15.5,15,8.4
8215009,23314,26.1,21.1,3.1,10.2,14.8,16.5,8.2
8215017,22775,26.8,22.6,2.7,7.3,14.6,18.9,7.1
8215021,4692,28.2,20,2,11.7,16,13.5,8.6
8215025,2162,24,22.8,2.7,13.8,14.1,14.8,7.8
8215029,3477,32.3,20.2,1.8,11.9,13.1,11.6,9.1
8215039,3663,24.7,21.8,2.4,15.4,14.4,10.3,11
8215040,1352,22.9,21.5,2.5,12.3,15.8,15.8,9.2
8215046,8807,26.7,22.9,2.5,9.1,14.2,15.6,9
8215047,3269,33.3,18.8,1.5,7,15.1,15.8,8.5
8215059,5766,25.4,20.1,2.6,14,16.4,12.7,8.8
8215064,7339,27.8,22,2.2,14.4,13.5,12.5,7.6
8215066,6012,24.8,21.4,2.8,16.9,14.2,10.6,9.3
8215082,2743,22.5,25.6,2.2,12.8,16.4,11.3,9.2
8215084,8172,27.1,22.4,2.1,11.2,14.9,13.8,8.5
8215089,5910,23.8,25.7,3,8.6,14.9,16.1,7.9
8215090,6126,22.8,23.7,2.5,7.4,16.4,20.2,7
8215094,1072,26.8,19.9,2.3,14.9,17,10.1,9
8215096,9772,23.7,24.7,2.8,8.5,14.8,16,9.5
8215097,8586,25.8,24.1,2.6,12.1,13.3,13.4,8.7
8215099,6908,26.1,22.2,2.4,12,15.2,13.4,8.7
8215100,7068,25.1,21.2,3.5,11.3,14.1,16.5,8.3
8215101,10582,24.9,24,2.9,7.9,14.4,17.9,8
8215102,9910,25.6,23.4,2.9,9.8,15.5,15.6,7.2
8215103,6150,29.9,21,2,11.6,15.6,11.8,8.1
8215105,7156,25.5,23.9,2.9,10,14,15.1,8.6
8215106,11891,24.5,21.7,3,14,14.9,11.1,10.8
8215107,5548,27.9,20.5,2.8,13.4,14.6,10.6,10.2
8215108,12445,25.1,25.1,2.6,9.1,14.9,16,7.2
8215109,14086,24.7,22.9,3,9.6,14.2,17.8,7.8
8215110,8016,28.9,21.4,2.5,7,14.8,18.9,6.5
8215111,4183,27.7,23.7,2.3,12.9,13.1,11.9,8.4
8216002,2227,27.4,23.2,2.1,8.2,15.2,13.9,10
8216005,3748,25.3,24,2.5,12.9,13.8,12.9,8.6
8216006,1876,25.8,25,2.7,11.7,13.1,13.3,8.4
8216007,16760,27.8,21.4,2.9,7.8,14.6,17.2,8.3
8216008,4568,30.6,21.8,2.4,8.4,13.8,14.1,8.9
8216009,6925,23.2,25,3.3,12.1,14.1,14.3,8
8216012,2021,26.1,24,1.9,11.7,12.7,14.6,9
8216013,2749,32.8,28.3,2.4,8.7,9.4,11.3,7.1
8216015,16037,25.7,26.5,2.4,10.7,13.3,13.2,8.2
8216017,7923,27.1,26.6,2.8,10.1,12.1,13.7,7.6
8216022,2304,29.6,19.2,2.3,19.1,12.2,10,7.6
8216023,3116,29.7,24.5,2,8.2,14.3,12.5,8.8
8216024,4725,28.1,24.3,2.8,10,13.4,13.8,7.6
8216028,2877,25.5,23.2,3.7,12.1,13.1,13.2,9.2
8216029,1488,25.9,25.6,2.3,9.7,14.8,11.8,9.9
8216033,3685,23.4,27.6,2.1,11.9,13.4,14.5,7.1
8216039,2974,31.1,25,1.5,10,12.7,12.2,7.5
8216041,3821,30.5,19.6,2.3,8.6,13.3,15.5,10.2
8216043,21808,24.4,24.6,3.3,15.8,12.8,11.3,7.8
8216049,6841,27.8,21.6,2.5,9.7,16,15.4,7
8216052,1829,26,23.5,2.4,12.6,14.8,13.6,7.1
8216059,1448,29,28.5,2.6,7.6,12.4,11.9,8
8216063,4007,28.1,22.8,3.1,12.2,13.3,11.7,8.8
